Route 1,Route 2,Difference Raw,Difference Score
prin1,belf8,0.012623,0.012623
demo2,miss3,0.012654,0.012654
gray3,bros5,0.012677,0.012677
lapl1,cast1,0.012689,0.012689
gray6,blan1,-0.012717,0.012717
cast2,kilp0,-0.012773,0.012773
hand2,bros4,-0.012826,0.012826
humb2,evan4,0.012855,0.012855
huro2,came1,0.01287,0.01287
mwil5,came1,0.012877,0.012877
cpea2,miss3,0.012895,0.012895
colu2,hand2,0.012922,0.012922
evan4,elli3,-0.012928,0.012928
elbe2,humb3,0.012935,0.012935
elbe1,elbe2,-0.012944,0.012944
lapl1,harv1,-0.012955,0.012955
evan4,chal5,0.012961,0.012961
bros4,miss3,-0.012979,0.012979
cast1,quan4,-0.012994,0.012994
kitc3,elbe1,-0.013012,0.013012
sanl1,belf8,0.013021,0.013021
lapl1,blan1,-0.013046,0.013046
gray3,evan1,0.013054,0.013054
bier1,shav4,-0.013065,0.013065
hand2,chal5,0.01308,0.01308
linc2,gray1,-0.013101,0.013101
cnee3,bros5,-0.013126,0.013126
ante1,bros4,0.01313,0.01313
chal1,silv0,-0.013133,0.013133
ante1,hand1,-0.013136,0.013136
eolu3,huro1,0.013139,0.013139
elli2,elbe1,-0.013159,0.013159
cnee1,cast1,-0.013192,0.013192
gray6,bier4,-0.013203,0.013203
hand1,evan2,0.013288,0.013288
evan3,cnee3,0.013291,0.013291
suns3,cast1,-0.013305,0.013305
elbe2,blan1,0.013308,0.013308
mass3,cpea2,-0.013349,0.013349
eldi4,gray6,0.013367,0.013367
gray8,cnee3,0.01337,0.01337
blan1,shav4,0.013384,0.013384
elli2,cast3,-0.013396,0.013396
elbe1,harv4,0.01342,0.01342
elbe1,pyra1,0.013434,0.013434
humb1,huro2,-0.013446,0.013446
lapl4,eldi4,-0.013503,0.013503
bros4,snow2,0.013517,0.013517
mwil5,cnee1,-0.013528,0.013528
humb1,cast1,-0.013537,0.013537
bros3,cast2,0.01355,0.01355
conu1,evan3,0.013593,0.013593
suns3,bros5,0.013602,0.013602
miss2,chal1,-0.013617,0.013617
kitc2,lapl1,0.013621,0.013621
linc3,bros6,0.013672,0.013672
miss2,blan1,0.013675,0.013675
cnee1,cnee1,0.013684,0.013684
miss2,gray1,0.013689,0.013689
wett2,bier1,0.013727,0.013727
lind1,cpea2,0.01374,0.01374
quan2,elbe2,0.013745,0.013745
lapl4,eolu3,0.013749,0.013749
evan3,capi1,0.013782,0.013782
como0,neol4,-0.013808,0.013808
neol4,demo1,-0.013822,0.013822
maro1,bros4,0.013825,0.013825
eolu3,holy1,0.013835,0.013835
kitc3,cast4,-0.01384,0.01384
cast2,mwil2,0.013858,0.013858
blan1,redc1,-0.013868,0.013868
belf1,chal5,0.013871,0.013871
elbe1,lapl4,-0.013872,0.013872
kitc6,conu5,0.013891,0.013891
chal1,pyra1,0.0139,0.0139
lind2,cast2,0.013913,0.013913
cnee1,hand2,0.013929,0.013929
litt6,elbe1,-0.013933,0.013933
eolu3,cnee3,0.01396,0.01396
holy1,evan4,0.013977,0.013977
humb3,cule1,0.013982,0.013982
huro1,gray1,0.014,0.014
ante1,sher2,-0.014007,0.014007
cnee1,quan3,0.01402,0.01402
evan4,humb2,0.014039,0.014039
capi1,long1,-0.014047,0.014047
harv3,chib1,0.014048,0.014048
redc1,chal1,-0.014068,0.014068
cnee3,evan2,-0.014081,0.014081
quan3,blan1,0.01409,0.01409
humb2,como0,-0.014112,0.014112
colu6,lind3,0.014126,0.014126
conu5,hand2,0.014132,0.014132
evan3,evan4,0.014158,0.014158
pikeeast,bros6,-0.014159,0.014159
bier1,sher3,0.014187,0.014187
elli2,evan2,0.014198,0.014198
belf8,elli3,-0.014208,0.014208
belf8,prin1,0.014218,0.014218
conu5,capi1,0.014227,0.014227
ante1,demo2,-0.014232,0.014232
came1,bros2,0.014258,0.014258
elli3,como0,-0.014263,0.014263
nava0,cast1,-0.014271,0.014271
shav4,colu6,0.014286,0.014286
elbe4,harv1,-0.014287,0.014287
belf8,maro1,-0.014303,0.014303
bier4,torr7,0.01434,0.01434
demo2,huro1,0.014384,0.014384
como0,pyra1,0.014418,0.014418
chal5,sher3,-0.014434,0.014434
shav1,cpea2,0.014442,0.014442
cast4,hand3,0.014448,0.014448
elbe1,blan1,-0.014453,0.014453
colu6,linc2,0.014462,0.014462
mass3,demo2,0.014473,0.014473
long1,gray6,-0.014492,0.014492
linc3,conu1,0.014499,0.014499
holy2,harv1,-0.014508,0.014508
hand3,eldi4,-0.014515,0.014515
mass1,bros5,-0.014517,0.014517
bier4,mwil7,0.01452,0.01452
harv1,cnee1,0.014534,0.014534
evan4,como0,-0.01455,0.01455
hand3,demo2,0.014567,0.014567
suns3,bier4,0.0146,0.0146
cast1,belf8,-0.014633,0.014633
chal5,humb2,0.014636,0.014636
demo2,quan4,-0.01464,0.01464
elbe4,cnee1,-0.014664,0.014664
lapl1,bier4,-0.014668,0.014668
pyra1,capi1,0.014678,0.014678
hand2,elbe2,0.014703,0.014703
bros4,sher2,-0.014709,0.014709
bier3,mass2,0.014714,0.014714
demo1,evan4,0.014722,0.014722
chal5,cnee1,0.014731,0.014731
eldi3,chal5,-0.014741,0.014741
evan3,bier4,-0.014747,0.014747
cpea2,lind3,0.014788,0.014788
cnee1,colu6,0.014789,0.014789
bros5,kitc3,0.014793,0.014793
cast2,quan3,-0.01481,0.01481
sher2,como0,-0.014865,0.014865
humb1,chal5,0.014893,0.014893
holy1,bros5,0.014905,0.014905
miss3,chib1,0.014917,0.014917
huro1,linc1,-0.01492,0.01492
huro1,eolu3,0.014925,0.014925
cpea2,mass3,-0.014927,0.014927
conu5,quan3,-0.014938,0.014938
bier1,cnee1,-0.014953,0.014953
bros1,sher3,0.014959,0.014959
gray8,colu2,0.014992,0.014992
quan4,bros4,0.015013,0.015013
humb2,holy1,0.01502,0.01502
capi1,linc2,0.015035,0.015035
maro1,evan4,0.015042,0.015042
redc1,colu6,-0.015066,0.015066
gray8,linc3,0.015083,0.015083
gray1,cule1,0.015138,0.015138
elbe4,demo1,-0.015154,0.015154
humb1,capi1,-0.015159,0.015159
tabe3w,bier3,-0.01518,0.01518
conu1,humb1,0.015215,0.015215
cast3,snef1,0.015241,0.015241
cast3,huro1,-0.015292,0.015292
mass2,hand1,-0.015342,0.015342
silv0,colu2,0.015367,0.015367
litt6,hand2,0.015368,0.015368
cpea2,harv1,0.015384,0.015384
colu6,evan2,0.01539,0.01539
holy1,belf8,0.015396,0.015396
bros3,quan2,0.015438,0.015438
conu1,came1,-0.015446,0.015446
harv4,linc1,-0.015486,0.015486
cast3,chal1,-0.015521,0.015521
lind1,cast3,0.015535,0.015535
bier3,prin1,0.015541,0.015541
eldi3,cast2,0.015547,0.015547
cnee1,como0,0.015558,0.015558
bier3,eolu3,0.015592,0.015592
huro1,elbe4,0.015622,0.015622
cnee3,bier3,0.015627,0.015627
cpea2,bier3,0.015639,0.015639
cast1,mwil5,0.015674,0.015674
demo1,colu2,0.015716,0.015716
humb2,bros6,-0.015735,0.015735
hand1,miss1,-0.015736,0.015736
huro1,bier1,0.015746,0.015746
bier3,pike1,-0.015747,0.015747
cast2,mass3,0.015748,0.015748
blan1,chal1,-0.015756,0.015756
holy1,elbe1,0.015772,0.015772
bros5,evan3,0.015787,0.015787
evan1,hand3,0.015803,0.015803
conu1,lapl1,-0.015818,0.015818
mwil2,cast1,0.015832,0.015832
gray3,belf8,-0.015852,0.015852
mass2,cast1,0.015898,0.015898
bros1,snef2,-0.015912,0.015912
chal1,humb3,0.015937,0.015937
quan1,cnee3,-0.015958,0.015958
elli3,bros5,0.015959,0.015959
linc2,gray3,-0.015963,0.015963
como0,mass1,-0.015973,0.015973
cnee3,chal1,-0.015994,0.015994
lind3,eldi4,0.016011,0.016011
eldi3,cast3,0.016032,0.016032
chal1,cnee3,0.016033,0.016033
elbe4,kitc3,-0.016082,0.016082
cnee3,holy1,-0.016089,0.016089
blan1,hand1,0.0161,0.0161
elli2,linc2,-0.016113,0.016113
gray1,bros3,0.016132,0.016132
conu5,eldi4,0.016139,0.016139
cnee3,conu5,0.01614,0.01614
eldi3,linc3,0.016147,0.016147
nava0,colu2,-0.016164,0.016164
mwil2,bros5,0.016167,0.016167
elli3,belf8,-0.016175,0.016175
sunl2,cast2,0.016179,0.016179
evan4,linc2,0.016204,0.016204
cast3,shav1,0.016239,0.016239
quan3,cast3,0.016255,0.016255
elli3,elli2,-0.016271,0.016271
colu6,conu1,-0.016272,0.016272
mass1,cnee3,-0.016312,0.016312
hand2,evan2,-0.016331,0.016331
blan1,kitc6,0.016337,0.016337
belf8,sunl2,-0.01634,0.01634
mass3,cnee3,0.016365,0.016365
elbe2,conu1,0.016441,0.016441
cast2,belf1,-0.016449,0.016449
holy1,bros6,-0.016466,0.016466
demo2,harv1,-0.016478,0.016478
bier4,bier1,-0.016514,0.016514
hand2,mass3,0.016541,0.016541
ante1,humb2,-0.016598,0.016598
gray6,belf1,-0.016621,0.016621
chal5,gray1,0.016643,0.016643
bier1,miss1,-0.016658,0.016658
elbe4,bier1,-0.016663,0.016663
kilp0,conu1,0.016687,0.016687
sanl1,bros2,-0.016694,0.016694
cast4,shav4,-0.016695,0.016695
gray6,mass1,0.016699,0.016699
lapl4,bier3,0.016703,0.016703
mwil5,chal5,0.016704,0.016704
eolu3,neol4,-0.016706,0.016706
lind3,eldi3,-0.016709,0.016709
cule1,huro1,-0.016734,0.016734
capi1,bros5,0.016741,0.016741
humb2,elbe2,0.01675,0.01675
bier3,harv4,0.016776,0.016776
linc3,colu6,-0.016789,0.016789
eolu3,elbe3,0.016815,0.016815
gray8,holy2,-0.016835,0.016835
bros4,prin1,-0.016874,0.016874
cnee1,harv1,0.016889,0.016889
elli2,elli2,0.016893,0.016893
bier1,harv1,0.016903,0.016903
mass1,elbe4,0.016931,0.016931
belf1,bros1,0.016933,0.016933
quan1,cpea2,-0.016956,0.016956
mass3,belf8,0.016962,0.016962
como0,elli2,-0.017051,0.017051
conu1,sher1,0.017054,0.017054
miss3,demo2,0.017082,0.017082
conu5,blan1,0.017095,0.017095
lapl4,cast2,-0.017096,0.017096
elli3,lapl1,0.017133,0.017133
bier1,linc1,0.01714,0.01714
huro2,bros6,0.017146,0.017146
colu2,came1,-0.017158,0.017158
elbe4,mass1,0.01716,0.01716
colu2,hand1,0.017198,0.017198
eldi3,colu6,0.01721,0.01721
linc1,evan3,-0.017217,0.017217
bros3,miss1,-0.017237,0.017237
bros1,bros5,-0.017259,0.017259
cnee3,mwil2,0.017314,0.017314
bros2,bier4,-0.01732,0.01732
kitc6,kilp0,-0.01735,0.01735
holy1,elli2,-0.017395,0.017395
huro1,bier4,-0.017396,0.017396
belf8,colu6,0.017413,0.017413
blan1,mass1,-0.017461,0.017461
gray3,mass2,0.017468,0.017468
prin1,came1,0.017505,0.017505
chal1,linc2,-0.017547,0.017547
cast1,miss1,0.017564,0.017564
hand1,elbe3,-0.017574,0.017574
chal5,capi1,0.017599,0.017599
lapl1,evan1,-0.017621,0.017621
lind1,cnee3,-0.017632,0.017632
bier3,quan1,-0.017637,0.017637
chib1,cpea2,-0.017638,0.017638
eldi3,lind3,0.017646,0.017646
blan1,eldi4,0.017714,0.017714
holy1,evan2,-0.01773,0.01773
cast3,cast2,-0.017731,0.017731
bier4,sunl2,0.017751,0.017751
linc2,evan2,0.017771,0.017771
ante1,evan4,-0.017783,0.017783
eolu3,capi1,0.017809,0.017809
ante1,quan3,-0.017834,0.017834
cpea2,bros1,0.017849,0.017849
maro1,bros1,0.017881,0.017881
cnee1,mwil2,-0.017898,0.017898
lind3,cpea2,0.017904,0.017904
chal1,elli2,-0.017924,0.017924
belf8,gray8,0.017926,0.017926
evan4,gray6,0.017934,0.017934
prin1,chal5,-0.017935,0.017935
chal1,gray3,0.017945,0.017945
gray8,como0,0.017952,0.017952
blan1,lapl1,0.017959,0.017959
lind1,conu1,-0.017967,0.017967
belf8,cast1,-0.017979,0.017979
pikeeast,bier4,-0.017985,0.017985
cast3,kitc3,-0.017986,0.017986
tabe2,bier4,-0.018042,0.018042
blan1,suns3,0.01805,0.01805
elli3,huro2,0.018058,0.018058
cpea2,gray8,0.018079,0.018079
evan3,colu2,-0.01808,0.01808
demo2,elli2,-0.018101,0.018101
snow1,bros6,0.01811,0.01811
humb1,hand2,-0.018112,0.018112
cnee3,oxfo2,-0.018126,0.018126
neol4,elli3,0.018142,0.018142
hand3,harv3,0.01816,0.01816
lind3,elbe2,-0.018209,0.018209
elbe2,bros1,0.018227,0.018227
torr4,blan1,0.018237,0.018237
cnee3,mass2,0.01824,0.01824
mass3,demo1,-0.018248,0.018248
elbe2,pyra1,-0.018305,0.018305
elli3,lind3,-0.018308,0.018308
harv3,chal5,0.018323,0.018323
lapl4,bier4,0.018324,0.018324
linc3,elbe2,0.018326,0.018326
lind2,harv1,0.018328,0.018328
gray1,mwil2,-0.018382,0.018382
mwil5,bros5,-0.018411,0.018411
chal1,gray6,-0.018415,0.018415
lapl4,hand3,0.018416,0.018416
prin1,bros2,0.018431,0.018431
neol4,chal5,-0.018489,0.018489
lind3,bros2,0.0185,0.0185
chib1,mwil2,-0.018508,0.018508
bier1,eolu3,0.018517,0.018517
humb1,linc3,0.018519,0.018519
evan3,miss2,0.018573,0.018573
cast3,mwil6,-0.018583,0.018583
huro1,cast1,0.018601,0.018601
conu5,shav1,0.018616,0.018616
capi1,pike1,0.018628,0.018628
elbe3,bros2,-0.018661,0.018661
quan4,cnee3,-0.01867,0.01867
linc3,cpea2,-0.018679,0.018679
huro2,cast4,0.018684,0.018684
colu6,colu2,0.018723,0.018723
bros5,torr2,-0.018728,0.018728
chib1,bros5,-0.018734,0.018734
colu2,holy1,0.018736,0.018736
elli3,holy2,0.018755,0.018755
bier1,linc2,0.018762,0.018762
bros1,snow1,-0.018774,0.018774
demo1,quan4,-0.018799,0.018799
harv1,chib1,0.018809,0.018809
miss3,bros4,0.018813,0.018813
blan1,eolu3,0.018819,0.018819
chal5,linc1,-0.018849,0.018849
bier1,tabe3w,0.018853,0.018853
elli3,colu2,0.018879,0.018879
chal1,cast1,0.0189,0.0189
cast1,suns2,-0.01893,0.01893
cnee3,lind3,0.018937,0.018937
cast2,bros5,0.018944,0.018944
mass1,belf1,0.018968,0.018968
pyra1,conu1,-0.019005,0.019005
evan3,hand2,-0.019008,0.019008
lapl1,huro2,0.019009,0.019009
unco1,blan1,-0.019029,0.019029
cnee3,eolu3,0.019061,0.019061
evan1,elbe4,-0.019063,0.019063
bros2,suns2,0.019084,0.019084
belf8,sher2,0.0191,0.0191
came1,torr10,-0.019116,0.019116
chal5,snow1,0.01912,0.01912
prin1,bier1,0.019127,0.019127
bier3,conu5,0.019142,0.019142
conu1,pike1,-0.019154,0.019154
eolu3,colu6,-0.019182,0.019182
gray3,chib1,-0.019184,0.019184
linc2,cnee1,-0.019193,0.019193
elbe4,evan2,0.019197,0.019197
chal5,eldi4,-0.019225,0.019225
kitc2,cule1,-0.019252,0.019252
lind2,cnee1,-0.019253,0.019253
bier4,came1,0.019265,0.019265
elbe4,blan1,0.019293,0.019293
evan1,chal1,0.019308,0.019308
chal1,miss2,-0.019342,0.019342
evan3,harv4,-0.019343,0.019343
pyra1,colu6,0.019345,0.019345
conu5,huro1,-0.019353,0.019353
bier3,sanl1,0.019368,0.019368
elbe1,miss1,0.01937,0.01937
linc2,holy2,-0.019374,0.019374
huro1,cast4,-0.019404,0.019404
elbe4,evan3,-0.019427,0.019427
cast2,elbe3,0.019456,0.019456
bier1,torr2,-0.019497,0.019497
belf1,yale1,-0.019502,0.019502
wett1,bier1,-0.019538,0.019538
nava0,eldi3,0.019552,0.019552
cast3,maro1,0.019574,0.019574
bier4,cast2,-0.019576,0.019576
colu6,hand3,-0.019586,0.019586
lind2,como0,-0.019588,0.019588
harv4,blan1,-0.019595,0.019595
bier1,evan3,0.019622,0.019622
miss2,demo2,0.019625,0.019625
mass1,belf8,-0.019657,0.019657
hand2,lapl4,-0.019667,0.019667
quan4,chib1,0.01968,0.01968
chal5,gray3,-0.019716,0.019716
conu5,cule1,-0.019729,0.019729
elbe3,holy1,0.019734,0.019734
mass3,conu5,-0.019747,0.019747
cast3,blan1,0.019765,0.019765
cnee1,bier1,-0.019786,0.019786
wind1,belf1,0.019826,0.019826
harv3,como0,0.019862,0.019862
mwil7,bros6,0.019888,0.019888
elbe2,bros6,0.019904,0.019904
chal1,chal5,-0.019924,0.019924
lapl4,harv3,-0.019934,0.019934
sanl1,conu5,0.019937,0.019937
cast3,cnee3,0.019947,0.019947
lind1,harv3,0.01995,0.01995
gray6,chal5,-0.019954,0.019954
harv4,conu5,0.019983,0.019983
belf8,redc1,0.020026,0.020026
gray3,gray6,-0.020113,0.020113
bros3,conu5,0.020145,0.020145
conu1,quan3,-0.020152,0.020152
miss1,elbe3,-0.020177,0.020177
holy1,linc2,0.020187,0.020187
conu5,elli2,-0.02022,0.02022
shav4,bros5,0.020222,0.020222
mwil7,bros2,0.020223,0.020223
bier3,gray1,0.020238,0.020238
bros5,cnee3,-0.020249,0.020249
quan1,elbe3,0.02025,0.02025
harv1,harv1,-0.020253,0.020253
cpea2,elbe1,-0.020262,0.020262
litt6,eldi3,0.020286,0.020286
blan1,tabe2,-0.0203,0.0203
mwil5,cast1,-0.020301,0.020301
colu2,bier4,0.020314,0.020314
demo1,bier1,-0.02032,0.02032
harv1,conu1,0.020347,0.020347
bier1,evan4,0.020391,0.020391
chal1,snow2,0.020421,0.020421
gray8,elbe3,-0.020428,0.020428
gray3,hand3,-0.020448,0.020448
cast3,pyra1,-0.020476,0.020476
elli2,nmar2,0.020518,0.020518
torr2,bros3,-0.020536,0.020536
nava0,demo1,0.02055,0.02055
bier4,snow2,0.020612,0.020612
cast2,oxfo2,0.020631,0.020631
chal5,miss1,-0.020644,0.020644
hand2,lind3,-0.020664,0.020664
bros2,evan1,-0.0207,0.0207
bier1,mwil2,-0.020714,0.020714
belf8,pyra1,0.020723,0.020723
harv3,hand3,-0.020739,0.020739
cast2,sunl2,-0.020746,0.020746
bier3,torr4,-0.020755,0.020755
cast1,bros6,0.020759,0.020759
cast2,lind1,-0.02076,0.02076
harv4,evan2,0.02081,0.02081
silv0,bros6,-0.020841,0.020841
belf8,huro2,0.020847,0.020847
sher3,belf8,0.020854,0.020854
gray1,chal5,-0.020859,0.020859
evan4,bros4,-0.020861,0.020861
gray6,gray3,-0.020882,0.020882
blan1,linc1,0.020919,0.020919
mwil2,como0,-0.020949,0.020949
came1,lind1,-0.020954,0.020954
elbe4,eldi4,-0.020965,0.020965
kitc6,bros6,-0.020975,0.020975
long1,bros1,0.020977,0.020977
bier3,conu1,-0.020985,0.020985
elli2,lind1,-0.021012,0.021012
bier3,bros1,-0.021056,0.021056
nava0,eldi4,-0.021082,0.021082
eolu3,belf1,-0.021095,0.021095
wett2,belf8,0.021097,0.021097
chib1,eldi4,-0.0211,0.0211
chal1,bros4,-0.021109,0.021109
conu5,lind2,-0.021148,0.021148
lapl4,chal1,-0.021151,0.021151
cnee1,hand3,0.021164,0.021164
eolu3,eldi4,-0.02119,0.02119
lind3,bier3,0.021195,0.021195
bros5,harv4,-0.021204,0.021204
elbe4,cule1,0.021205,0.021205
gray6,hand2,-0.021217,0.021217
chal5,chal1,-0.021225,0.021225
cast1,elbe4,0.021272,0.021272
demo1,elbe3,-0.021275,0.021275
lapl4,bros1,0.021284,0.021284
cpea2,mass2,-0.021325,0.021325
belf1,mwil2,-0.021341,0.021341
bier3,evan1,-0.021401,0.021401
elbe1,gray1,0.021407,0.021407
cpea2,colu6,-0.02144,0.02144
huro1,harv1,-0.021441,0.021441
elli2,cnee3,-0.021448,0.021448
evan2,eldi4,-0.021467,0.021467
maro1,cpea2,0.021474,0.021474
cnee1,huro2,-0.021492,0.021492
colu2,cast1,0.0215,0.0215
elbe1,bros3,0.021503,0.021503
kitc6,humb1,0.021505,0.021505
blan1,miss1,-0.021517,0.021517
cast4,kilp0,0.021524,0.021524
cast2,mwil6,0.021556,0.021556
bros2,quan2,-0.021571,0.021571
sanl1,bros4,-0.021593,0.021593
belf1,colu6,0.021599,0.021599
gray6,kitc2,0.021617,0.021617
mass2,bier1,-0.021663,0.021663
cpea2,redc1,0.021704,0.021704
bier1,lind1,0.021722,0.021722
conu5,bros5,-0.021729,0.021729
elli3,elbe4,0.021734,0.021734
evan1,elli3,-0.021758,0.021758
shav1,cast3,-0.021766,0.021766
bros2,colu2,-0.021796,0.021796
linc3,harv1,-0.021797,0.021797
long1,cnee1,0.021804,0.021804
silv0,cast4,-0.021839,0.021839
evan4,demo1,-0.021855,0.021855
colu2,miss2,-0.021865,0.021865
cnee3,harv1,0.021916,0.021916
huro2,evan3,-0.021917,0.021917
cpea2,colu2,-0.021925,0.021925
elbe2,evan3,-0.021931,0.021931
came1,came1,0.021986,0.021986
bros1,mwil5,-0.022004,0.022004
demo1,elli3,0.022026,0.022026
huro2,elli2,0.022029,0.022029
harv4,bier3,0.022045,0.022045
colu2,maro1,0.022081,0.022081
bros5,humb3,0.022097,0.022097
long1,cast4,-0.022107,0.022107
humb3,hand1,0.022115,0.022115
redc1,demo1,0.02214,0.02214
kilp0,cnee3,-0.022141,0.022141
chib1,redc1,0.022147,0.022147
elbe2,belf8,-0.02216,0.02216
litt6,conu5,0.022179,0.022179
bros1,torr4,-0.022185,0.022185
litt6,chal5,-0.022213,0.022213
gray8,colu6,0.022227,0.022227
cast2,miss1,0.022253,0.022253
mass2,colu2,-0.022259,0.022259
holy2,evan1,0.022273,0.022273
belf8,wett2,-0.022276,0.022276
chib1,colu2,-0.022284,0.022284
belf8,mwil6,-0.02229,0.02229
chib1,maro1,-0.022335,0.022335
sher3,bier4,0.022353,0.022353
evan1,huro1,-0.022354,0.022354
cast2,gray6,0.022377,0.022377
gray3,kitc3,0.022386,0.022386
chal5,bros3,-0.022411,0.022411
gray1,colu6,0.022443,0.022443
cast1,pike1,0.022446,0.022446
quan2,cnee1,-0.022463,0.022463
belf1,bros3,0.0225,0.0225
elli2,linc1,-0.022511,0.022511
lapl1,evan3,-0.02252,0.02252
eldi3,lind1,0.022545,0.022545
litt6,colu2,-0.022548,0.022548
came1,humb1,-0.022577,0.022577
kitc2,harv4,-0.022587,0.022587
holy2,eldi4,0.022608,0.022608
elli2,cast1,-0.022625,0.022625
colu6,cpea2,0.022627,0.022627
holy2,elbe1,-0.022641,0.022641
colu6,mwil5,-0.022654,0.022654
chal1,huro1,-0.022687,0.022687
cnee1,humb1,0.022702,0.022702
elli3,cast1,0.022728,0.022728
colu6,miss3,0.022741,0.022741
shav1,cnee3,-0.022764,0.022764
evan1,bier3,0.022771,0.022771
litt6,bros1,0.022776,0.022776
eldi3,cast1,-0.022866,0.022866
gray1,elbe1,-0.022867,0.022867
bros4,bier1,-0.022887,0.022887
snef2,cast3,0.022904,0.022904
cnee3,demo2,0.02291,0.02291
conu5,belf1,-0.022915,0.022915
huro2,bier4,0.022957,0.022957
belf1,linc2,-0.022964,0.022964
colu2,evan2,0.023009,0.023009
humb1,harv1,-0.023011,0.023011
elbe1,evan1,-0.023031,0.023031
miss1,elbe4,-0.023038,0.023038
humb2,cast3,-0.023039,0.023039
bier3,eldi3,-0.023078,0.023078
cast3,evan3,0.02308,0.02308
sanl1,bros1,-0.023092,0.023092
bier1,harv3,-0.0231,0.0231
harv4,elli2,-0.023101,0.023101
elli2,capi1,-0.023111,0.023111
bros5,demo1,-0.023117,0.023117
sunl2,bros2,-0.023155,0.023155
chib1,huro2,-0.023162,0.023162
demo1,bros5,-0.023188,0.023188
harv3,gray3,0.023207,0.023207
bros5,lapl4,-0.023212,0.023212
eolu3,lind2,-0.023227,0.023227
lind2,elli2,0.023246,0.023246
gray8,lind2,-0.023267,0.023267
mass3,gray8,0.023282,0.023282
demo1,gray6,-0.023283,0.023283
capi1,cnee3,0.023335,0.023335
cast1,mwil7,0.023372,0.023372
neol4,cnee1,-0.023388,0.023388
elbe1,elbe1,0.023415,0.023415
evan1,miss2,0.023417,0.023417
mwil5,elli2,-0.023419,0.023419
humb1,bier3,-0.023447,0.023447
mass1,hand3,0.023452,0.023452
quan2,conu5,-0.023461,0.023461
evan3,lapl4,0.023491,0.023491
colu2,elbe2,0.023499,0.023499
gray6,harv4,0.02351,0.02351
mass2,evan4,0.023513,0.023513
holy2,bros5,0.023537,0.023537
kitc2,huro1,-0.023585,0.023585
bier3,bros3,0.023618,0.023618
demo1,harv3,0.023649,0.023649
elbe2,kitc6,0.023668,0.023668
kitc6,cast2,-0.02367,0.02367
elbe4,prin1,0.023681,0.023681
harv1,gray6,0.023692,0.023692
belf8,lind3,0.023702,0.023702
bros5,lind3,0.02372,0.02372
colu2,belf1,-0.023753,0.023753
gray8,demo1,0.023766,0.023766
colu6,eldi3,0.023804,0.023804
huro2,conu1,0.023824,0.023824
kitc2,chal1,0.023832,0.023832
harv1,demo1,-0.023846,0.023846
prin1,elbe2,-0.023871,0.023871
colu2,kitc3,0.023876,0.023876
nava0,blan1,0.023886,0.023886
blan1,hand2,-0.023903,0.023903
bier4,nava0,-0.023925,0.023925
kilp0,humb3,-0.023938,0.023938
miss3,capi1,-0.023956,0.023956
chal5,humb3,-0.023989,0.023989
belf1,bier1,-0.024005,0.024005
lapl1,eolu3,-0.02402,0.02402
quan1,elbe2,-0.024037,0.024037
kitc3,kitc6,-0.024051,0.024051
cnee3,sher2,-0.024062,0.024062
gray1,elli2,0.024065,0.024065
cast1,miss2,0.024069,0.024069
cnee3,kitc3,-0.024076,0.024076
ante1,bier4,0.024077,0.024077
gray6,elbe2,0.024106,0.024106
eolu3,cule1,0.024119,0.024119
harv3,came1,0.024134,0.024134
mass2,elbe1,-0.024152,0.024152
bros2,hand2,-0.024162,0.024162
cast1,gray8,0.024193,0.024193
chal1,harv4,-0.024226,0.024226
colu6,mwil6,0.024241,0.024241
elli3,nava0,-0.024244,0.024244
evan1,linc2,-0.024247,0.024247
elli3,gray6,-0.024258,0.024258
kitc6,eldi3,-0.024267,0.024267
gray3,holy1,0.024279,0.024279
cnee1,bros1,0.02428,0.02428
cnee1,redc1,-0.02433,0.02433
harv3,cule1,-0.024332,0.024332
elbe1,cast1,-0.024362,0.024362
elbe1,belf1,0.02437,0.02437
demo2,cnee3,-0.024411,0.024411
mwil2,colu2,0.024447,0.024447
gray8,eldi4,-0.024484,0.024484
